timestamp,source_ip,destination_ip,source_country,protocol,packet_size,dest_port,label,metadata
2026-02-07 10:05:38,45.33.19.26,10.0.5.30,IND,UDP,217,8080,Normal,"{'chaos_factor': np.float64(0.25373340910833253), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.9,10.0.5.60,KOR,ICMP,85,53,Normal,"{'chaos_factor': np.float64(0.2537334097412733), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.40,10.0.5.17,RUS,ICMP,1500,21,Normal,"{'chaos_factor': np.float64(0.2537334104646341), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.19,10.0.5.21,DEU,TCP,499,8080,Normal,"{'chaos_factor': np.float64(0.25373341127841503), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.22,10.0.5.22,RUS,SCTP,2100,5432,Brute Force,"{'chaos_factor': np.float64(0.25373341216001105), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.40,10.0.5.81,RUS,UDP,3029,80,DDoS,"{'chaos_factor': np.float64(0.25373341279295175), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.30,10.0.5.48,IND,TCP,2043,3389,Brute Force,"{'chaos_factor': np.float64(0.2537334134711025), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.42,10.0.5.93,DEU,UDP,139,22,Normal,"{'chaos_factor': np.float64(0.2537334141944633), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.27,10.0.5.67,RUS,TCP,247,21,Normal,"{'chaos_factor': np.float64(0.25373341491782414), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.41,10.0.5.55,CHN,UDP,392,80,Normal,"{'chaos_factor': np.float64(0.25373341555076484), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.35,10.0.5.82,USA,UDP,1500,80,Normal,"{'chaos_factor': np.float64(0.25373341627412566), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.43,10.0.5.52,JPN,SCTP,374,443,Normal,"{'chaos_factor': np.float64(0.2537334169070663), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.41,10.0.5.93,FRA,TCP,750,443,Normal,"{'chaos_factor': np.float64(0.25373341751740197), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.11,10.0.5.79,USA,ICMP,325,443,Normal,"{'chaos_factor': np.float64(0.2537334182407628), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.18,10.0.5.28,FRA,UDP,3098,80,DDoS,"{'chaos_factor': np.float64(0.2537334188737035), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.21,10.0.5.46,DEU,TCP,3034,80,DDoS,"{'chaos_factor': np.float64(0.25373341950664413), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.35,10.0.5.70,USA,SCTP,1443,80,Normal,"{'chaos_factor': np.float64(0.25373342027521495), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.45,10.0.5.91,CHN,SCTP,1135,80,Normal,"{'chaos_factor': np.float64(0.2537334209533657), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.6,10.0.5.86,DEU,SCTP,304,443,Normal,"{'chaos_factor': np.float64(0.2537334216089114), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.11,10.0.5.65,GBR,ICMP,43,22,Normal,"{'chaos_factor': np.float64(0.2537334224452973), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.28,10.0.5.59,KOR,TCP,1500,80,Normal,"{'chaos_factor': np.float64(0.25373342321386805), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.16,10.0.5.18,USA,TCP,2004,3389,Brute Force,"{'chaos_factor': np.float64(0.25373342395983384), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.1,10.0.5.73,DEU,UDP,277,443,Normal,"{'chaos_factor': np.float64(0.2537334245927745), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.42,10.0.5.14,RUS,TCP,3015,8443,DDoS,"{'chaos_factor': np.float64(0.2537334253613453), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.43,10.0.5.68,BRA,UDP,359,22,Normal,"{'chaos_factor': np.float64(0.2537334259490759), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.40,10.0.5.89,JPN,SCTP,3049,8443,DDoS,"{'chaos_factor': np.float64(0.25373342660462156), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.21,10.0.5.31,CHN,ICMP,1500,8080,Normal,"{'chaos_factor': np.float64(0.2537334273505873), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.31,10.0.5.57,USA,SCTP,2091,22,Brute Force,"{'chaos_factor': np.float64(0.25373342800613297), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.48,10.0.5.35,BRA,TCP,125,8080,Normal,"{'chaos_factor': np.float64(0.25373342870688864), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.23,10.0.5.92,IND,TCP,178,22,Normal,"{'chaos_factor': np.float64(0.2537334294302494), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.39,10.0.5.63,GBR,TCP,111,21,Normal,"{'chaos_factor': np.float64(0.25373343024403017), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.2,10.0.5.48,JPN,TCP,3053,443,DDoS,"{'chaos_factor': np.float64(0.25373343089957584), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.46,10.0.5.51,GBR,TCP,2033,3389,Brute Force,"{'chaos_factor': np.float64(0.25373343153251643), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.36,10.0.5.32,CHN,SCTP,3026,443,DDoS,"{'chaos_factor': np.float64(0.25373343214285204), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.36,10.0.5.99,USA,UDP,607,21,Normal,"{'chaos_factor': np.float64(0.2537334328436077), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.26,10.0.5.48,GBR,ICMP,2031,3389,Brute Force,"{'chaos_factor': np.float64(0.2537334334765483), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.19,10.0.5.14,FRA,UDP,213,22,Normal,"{'chaos_factor': np.float64(0.25373343433553913), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.49,10.0.5.79,RUS,ICMP,755,53,Normal,"{'chaos_factor': np.float64(0.2537334350136898), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.28,10.0.5.79,JPN,SCTP,2055,3389,Brute Force,"{'chaos_factor': np.float64(0.25373343571444545), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.30,10.0.5.85,USA,TCP,2055,5432,Brute Force,"{'chaos_factor': np.float64(0.25373343639259605), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.36,10.0.5.41,FRA,TCP,336,21,Normal,"{'chaos_factor': np.float64(0.25373343711595675), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.24,10.0.5.37,RUS,TCP,859,21,Normal,"{'chaos_factor': np.float64(0.25373343781671237), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.5,10.0.5.61,BRA,UDP,187,21,Normal,"{'chaos_factor': np.float64(0.25373343851746805), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.14,10.0.5.29,BRA,UDP,355,8080,Normal,"{'chaos_factor': np.float64(0.2537334392408287), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.31,10.0.5.24,GBR,SCTP,603,21,Normal,"{'chaos_factor': np.float64(0.2537334399189793), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.43,10.0.5.69,RUS,ICMP,73,21,Normal,"{'chaos_factor': np.float64(0.2537334405519199), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.40,10.0.5.28,JPN,TCP,553,21,Normal,"{'chaos_factor': np.float64(0.25373344118486046), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.1,10.0.5.46,FRA,UDP,1231,8080,Normal,"{'chaos_factor': np.float64(0.253733441817801), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.31,10.0.5.78,KOR,UDP,232,22,Normal,"{'chaos_factor': np.float64(0.2537334424959516), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.43,10.0.5.54,JPN,TCP,211,443,Normal,"{'chaos_factor': np.float64(0.25373344315149715), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.1,10.0.5.95,CHN,SCTP,834,22,Normal,"{'chaos_factor': np.float64(0.25373344380704277), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.29,10.0.5.91,JPN,UDP,218,80,Normal,"{'chaos_factor': np.float64(0.25373344453040336), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.34,10.0.5.19,CHN,ICMP,1500,8080,Normal,"{'chaos_factor': np.float64(0.253733445298974), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.15,10.0.5.57,JPN,TCP,2038,3389,Brute Force,"{'chaos_factor': np.float64(0.25373344588670455), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.47,10.0.5.99,BRA,UDP,1500,53,Normal,"{'chaos_factor': np.float64(0.25373344661006514), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.23,10.0.5.98,IND,SCTP,557,8080,Normal,"{'chaos_factor': np.float64(0.2537334483732566), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.26,10.0.5.89,RUS,ICMP,1500,80,Normal,"{'chaos_factor': np.float64(0.2537334491644323), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.39,10.0.5.29,RUS,ICMP,3029,443,DDoS,"{'chaos_factor': np.float64(0.25373344984258284), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.32,10.0.5.90,USA,UDP,411,21,Normal,"{'chaos_factor': np.float64(0.25373345056594343), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.21,10.0.5.73,RUS,TCP,3084,80,DDoS,"{'chaos_factor': np.float64(0.25373345124409397), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.8,10.0.5.59,GBR,TCP,227,22,Normal,"{'chaos_factor': np.float64(0.25373345192224456), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.20,10.0.5.10,BRA,TCP,0,24193,Port Scan,"{'chaos_factor': np.float64(0.2537334526003951), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.46,10.0.5.12,DEU,TCP,1500,53,Normal,"{'chaos_factor': np.float64(0.25373345334636066), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.31,10.0.5.93,GBR,TCP,915,21,Normal,"{'chaos_factor': np.float64(0.2537334541375363), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.39,10.0.5.19,DEU,SCTP,246,8080,Normal,"{'chaos_factor': np.float64(0.2537334548156868), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.40,10.0.5.28,GBR,TCP,136,80,Normal,"{'chaos_factor': np.float64(0.2537334554712323), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.32,10.0.5.41,JPN,ICMP,521,80,Normal,"{'chaos_factor': np.float64(0.25373345617198784), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.21,10.0.5.72,CHN,ICMP,600,53,Normal,"{'chaos_factor': np.float64(0.25373345682753334), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.46,10.0.5.98,KOR,UDP,0,41705,Port Scan,"{'chaos_factor': np.float64(0.25373345743786885), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.46,10.0.5.31,RUS,UDP,333,22,Normal,"{'chaos_factor': np.float64(0.25373345802559927), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.1,10.0.5.10,USA,UDP,178,80,Normal,"{'chaos_factor': np.float64(0.25373345890719495), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.12,10.0.5.89,USA,ICMP,545,80,Normal,"{'chaos_factor': np.float64(0.25373345960795046), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.11,10.0.5.86,JPN,UDP,208,22,Normal,"{'chaos_factor': np.float64(0.2537334602634959), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.38,10.0.5.42,USA,UDP,3029,80,DDoS,"{'chaos_factor': np.float64(0.2537334609642514), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.35,10.0.5.18,KOR,TCP,158,21,Normal,"{'chaos_factor': np.float64(0.25373346161979693), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.35,10.0.5.59,DEU,TCP,182,8080,Normal,"{'chaos_factor': np.float64(0.2537334624335775), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.19,10.0.5.30,FRA,SCTP,222,80,Normal,"{'chaos_factor': np.float64(0.253733463111728), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.38,10.0.5.17,USA,TCP,389,443,Normal,"{'chaos_factor': np.float64(0.2537334636994584), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.5,10.0.5.84,USA,TCP,1500,8080,Normal,"{'chaos_factor': np.float64(0.25373346433239885), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.46,10.0.5.58,DEU,UDP,3058,8443,DDoS,"{'chaos_factor': np.float64(0.2537334649879443), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.36,10.0.5.95,DEU,UDP,1500,22,Normal,"{'chaos_factor': np.float64(0.2537334655982797), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.26,10.0.5.37,GBR,UDP,260,53,Normal,"{'chaos_factor': np.float64(0.2537334662764302), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.13,10.0.5.54,KOR,SCTP,1500,21,Normal,"{'chaos_factor': np.float64(0.25373346695458066), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.25,10.0.5.30,GBR,ICMP,1265,443,Normal,"{'chaos_factor': np.float64(0.2537334676327311), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.5,10.0.5.84,DEU,TCP,1500,53,Normal,"{'chaos_factor': np.float64(0.2537334683786966), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.44,10.0.5.74,IND,SCTP,276,21,Normal,"{'chaos_factor': np.float64(0.25373346903424204), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.38,10.0.5.24,RUS,UDP,143,53,Normal,"{'chaos_factor': np.float64(0.25373346968978744), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.28,10.0.5.11,KOR,SCTP,2098,22,Brute Force,"{'chaos_factor': np.float64(0.2537334703453329), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.25,10.0.5.11,RUS,SCTP,837,22,Normal,"{'chaos_factor': np.float64(0.2537334710234833), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.25,10.0.5.29,GBR,UDP,267,21,Normal,"{'chaos_factor': np.float64(0.2537334717694488), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.37,10.0.5.28,GBR,UDP,3053,443,DDoS,"{'chaos_factor': np.float64(0.2537334723571792), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.47,10.0.5.20,USA,TCP,1080,53,Normal,"{'chaos_factor': np.float64(0.2537334730127246), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.16,10.0.5.14,USA,ICMP,117,8080,Normal,"{'chaos_factor': np.float64(0.253733473736085), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.41,10.0.5.69,RUS,SCTP,3040,443,DDoS,"{'chaos_factor': np.float64(0.2537334743012104), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.3,10.0.5.26,DEU,ICMP,504,21,Normal,"{'chaos_factor': np.float64(0.253733475228016), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.44,10.0.5.80,CHN,TCP,1267,80,Normal,"{'chaos_factor': np.float64(0.2537334759287714), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.38,10.0.5.18,CHN,UDP,171,53,Normal,"{'chaos_factor': np.float64(0.2537334766521318), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.22,10.0.5.80,FRA,TCP,50,8080,Normal,"{'chaos_factor': np.float64(0.25373347739809726), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.23,10.0.5.52,DEU,UDP,121,443,Normal,"{'chaos_factor': np.float64(0.25373347807624763), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.22,10.0.5.39,GBR,UDP,2094,22,Brute Force,"{'chaos_factor': np.float64(0.253733478663978), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.12,10.0.5.18,BRA,ICMP,264,8080,Normal,"{'chaos_factor': np.float64(0.25373347929691836), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.28,10.0.5.96,FRA,UDP,252,80,Normal,"{'chaos_factor': np.float64(0.2537334799524637), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.5,10.0.5.37,RUS,UDP,2058,22,Brute Force,"{'chaos_factor': np.float64(0.25373348054019407), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.1,10.0.5.66,BRA,ICMP,197,53,Normal,"{'chaos_factor': np.float64(0.2537334811279244), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.1,10.0.5.94,DEU,UDP,667,80,Normal,"{'chaos_factor': np.float64(0.2537334818964948), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.44,10.0.5.46,IND,UDP,144,8080,Normal,"{'chaos_factor': np.float64(0.2537334825294352), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.10,10.0.5.60,DEU,ICMP,1347,443,Normal,"{'chaos_factor': np.float64(0.25373348323019057), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.13,10.0.5.27,JPN,TCP,2006,5432,Brute Force,"{'chaos_factor': np.float64(0.25373348379531585), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.16,10.0.5.90,GBR,SCTP,310,22,Normal,"{'chaos_factor': np.float64(0.25373348449607125), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.14,10.0.5.38,RUS,UDP,180,443,Normal,"{'chaos_factor': np.float64(0.25373348508380156), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.40,10.0.5.95,USA,SCTP,840,80,Normal,"{'chaos_factor': np.float64(0.25373348569413684), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.1,10.0.5.73,RUS,SCTP,608,8080,Normal,"{'chaos_factor': np.float64(0.2537334864174972), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.8,10.0.5.66,GBR,ICMP,1291,53,Normal,"{'chaos_factor': np.float64(0.2537334871634626), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.27,10.0.5.60,CHN,TCP,168,21,Normal,"{'chaos_factor': np.float64(0.2537334877737979), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.28,10.0.5.70,KOR,TCP,215,22,Normal,"{'chaos_factor': np.float64(0.2537334885197633), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.22,10.0.5.32,RUS,TCP,907,22,Normal,"{'chaos_factor': np.float64(0.2537334891300986), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.35,10.0.5.92,RUS,UDP,81,53,Normal,"{'chaos_factor': np.float64(0.25373348989866895), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.11,10.0.5.89,KOR,UDP,188,443,Normal,"{'chaos_factor': np.float64(0.2537334905542143), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.46,10.0.5.86,GBR,SCTP,264,80,Normal,"{'chaos_factor': np.float64(0.25373349114194454), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.8,10.0.5.91,GBR,SCTP,215,21,Normal,"{'chaos_factor': np.float64(0.25373349172967485), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.18,10.0.5.47,RUS,ICMP,393,22,Normal,"{'chaos_factor': np.float64(0.25373349240782517), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.48,10.0.5.53,GBR,ICMP,1144,8080,Normal,"{'chaos_factor': np.float64(0.25373349306337045), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.9,10.0.5.25,JPN,TCP,704,443,Normal,"{'chaos_factor': np.float64(0.25373349367370573), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.11,10.0.5.24,JPN,UDP,2047,5432,Brute Force,"{'chaos_factor': np.float64(0.253733494329251), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.31,10.0.5.44,GBR,UDP,0,27313,Port Scan,"{'chaos_factor': np.float64(0.2537334949395863), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.15,10.0.5.24,FRA,ICMP,0,15360,Port Scan,"{'chaos_factor': np.float64(0.25373349557252656), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.40,10.0.5.86,KOR,UDP,125,443,Normal,"{'chaos_factor': np.float64(0.2537334963184919), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.44,10.0.5.35,CHN,TCP,166,8080,Normal,"{'chaos_factor': np.float64(0.2537334969966422), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.22,10.0.5.54,DEU,TCP,451,22,Normal,"{'chaos_factor': np.float64(0.2537334977878175), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.47,10.0.5.20,USA,UDP,332,53,Normal,"{'chaos_factor': np.float64(0.2537334984207578), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.7,10.0.5.43,USA,TCP,100,443,Normal,"{'chaos_factor': np.float64(0.2537334990536981), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.39,10.0.5.87,GBR,UDP,4082,8080,Exfiltration,"{'chaos_factor': np.float64(0.2537335001161335), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.20,10.0.5.18,JPN,ICMP,150,53,Normal,"{'chaos_factor': np.float64(0.25373350083949375), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.43,10.0.5.43,CHN,TCP,3024,8443,DDoS,"{'chaos_factor': np.float64(0.25373350160806407), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.36,10.0.5.23,KOR,TCP,486,8080,Normal,"{'chaos_factor': np.float64(0.25373350233142433), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.44,10.0.5.61,CHN,ICMP,2094,3389,Brute Force,"{'chaos_factor': np.float64(0.2537335029869696), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.11,10.0.5.30,GBR,TCP,134,22,Normal,"{'chaos_factor': np.float64(0.25373350407201), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.27,10.0.5.31,GBR,ICMP,1200,53,Normal,"{'chaos_factor': np.float64(0.25373350479537027), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.2,10.0.5.77,GBR,SCTP,204,21,Normal,"{'chaos_factor': np.float64(0.25373350542831047), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.13,10.0.5.51,RUS,TCP,466,443,Normal,"{'chaos_factor': np.float64(0.2537335060838557), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.40,10.0.5.85,GBR,UDP,122,80,Normal,"{'chaos_factor': np.float64(0.25373350680721596), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.17,10.0.5.62,CHN,ICMP,534,443,Normal,"{'chaos_factor': np.float64(0.2537335075079712), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.3,10.0.5.36,GBR,TCP,575,443,Normal,"{'chaos_factor': np.float64(0.2537335081635164), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.24,10.0.5.60,KOR,ICMP,2094,3389,Brute Force,"{'chaos_factor': np.float64(0.2537335088416667), 'entropy_flag': True}"
